"작성자","평점","좋아요","댓글수","리뷰"
"정인","3.5","0","0","노년에 이르러 맞이하는 죽음과 이별이라면
/
가는 길에 유머가, 여유가 함께 할 수 있길.
남겨진 이에게 삶을 마감하는 계기가 되지 않길. 제발.
남은 삶에게 부디 용기가 되길.
/
이 노부부에게는 허락되지 않은 
그런 현실을
간.절.히. 바란다."
"Kwang Eun Youn","2.0","0","0","사랑에 관한 사악한 거짓말"
"이형준","4.5","0","0","아무 배경음악없는 적막한 엔딩크레딧은 두고두고 슬픔으로 기억될듯하다."
"박정하","4.5","0","0","노년의 사랑에 대한 영화라기 보단 삶과 죽음에 대한 영화이다. 이 지난한 삶을 끝낸 후 두 노부부의 카드에는 모두 꽃 대신 별이 한 가득일 것이다."
"최영경","3.5","0","0","아무르.. 사랑..
난 두 가지의 사랑을 읽어냈다
첫 번째는 어머니 혹은 아내에 대한 사랑
그리고 우아하고 고매했던 자신에 대한 사랑"
"박근준","4.0","0","0","어떤 감정도 강요하지 않는 잔잔함.
그렇기에 단 몇분동안 그들을 본 관객들에게
그의 선택이 더 크게 다가온다."
"정미루","5.0","0","0","사랑의 무게를 견딘다는건 그런거지
+영화를 볼때마다, 같은 장면에서 눈물이 터진다
+이 영화의 매력은 각자의 무언가를 상기시킨다는것"
"tough cookie","5.0","0","0","잔인한 육체의 감옥."
"starrybus","5.0","0","0","그들의 사랑이 있었는지 없었는지도 모를"
"Grey Zonathan","4.5","0","0","이들의 늙음에, 이들의 죽음에, 이들의 선택에 돌을 던질 수 있는 자는 누구인가"
"Cavaaaaa","4.5","0","0","감독은 삶을 사는 것과 죽음이라는 것이 상이한 개념일까, 아니면 동일한 것일까에 관한 질문을 던진다."
"9aeun","4.0","0","0","영화의 고요함이 내내 나를 짓누르던,
그 어두움이 너무나도 현실에 가까워서 슬펐다."
"이다영","3.0","0","1","아..프랑스 영화는 난해하다"
"김한라","4.5","0","0","나도 언젠가 저런 감정에 흠뻑 공감할 수 있겠지."
"김소예","4.0","0","0","나이가 많이 들어 삶의 끝이 다가오는 시점에서, 함께 바닥까지 비워내는 것이 아니라 한 사람이 다른 한 사람의 무너진, 싱크홀 속을 헤매면서 함께 무너지는 모습. 존엄? 사랑?"
"김상훈","3.5","0","0","노년의 삶을 위해서 한번쯤은 보아야 할 영화."
"박희건","4.5","0","0","죽음 앞에서. 사랑 앞에서."
"오아린","5.0","0","0","아름답다 인생이
길기도 하고"
"윤태민","4.0","0","0","노부부들에게 추천하고 싶지 않은 역설적인 노인이야기"
"욘두외전","4.0","0","0","슬퍼서 무서워"
"나랑","5.0","0","0","시도 때도 없이 뚝뚝,
숭고한 사랑 그 자체.
그의 선택에 숙연해지지만, 부디 다시 둘이 서로의 손을 꼭 잡을 수 있기를 바라며- 
""당신 오늘 유난히 예쁘다고 내가 말했던가?""
사랑 -"
"이혜란","3.5","0","0","인생의 동반자로서의 사랑. 그 긴 시간만큼 그들은 우리가 볼 수 없는 인생을 나눴다."
"유ㅁ","3.5","0","0","인물의 사건이 진행되는 과정과 끝이 자꾸 생각 남"
"유승헌","4.0","0","0","살아가는 동안 마주해야 할 운명의 폭력.. 가슴 서리다"
"김선아","4.0","0","0","점점 변해가는 모습이 낯설어 괴로워 힘들지 몰라도 언제나 당신의 곁에"
"김소희","4.0","0","0","할아버지는 울지 않았다... 왜일까
너무나도 고요하고 적막한 영화
그렇지만 지루하지 않고 깊은 생각에 빠지게 만드는 영화
정말 잘 만든 영화"
"김유빈","4.5","0","0","정말이지 볼 때는 괜찮았는데, 끝나고 나서야 눈물이 터져나오는 영화들이 있다. 삶은 마지막까지, 예고없이 찾아오는 비둘기처럼."
"김민석","4.5","0","0","이 영화가 한동안 나를 멍하게 했던것은, 내가 영화가 보여주는 사랑의 방식을 이해하지 못해서 일까 내 마음을 들켜 버렸기 때문일까..."
"물프레나무","4.5","0","0","사랑은어디까지고 인간의 본성은 어디부터시작되는걸까?!!!"
"이지수","4.0","0","0","진하고 묵직하다.
마지막 씬은 단 1도 기괴하지 않다.
보이기 싫은 모습을 보여주고 있는
자신을 인지못하는 할머니를 배려한 듯하다."
"박희윤","5.0","0","0","탄생의 고와 소멸의 고. 고로 관통하는 인생에서 어떻게 죽음을 맞이하겠는가! 어떻게 떠나가는 이의 곁을 지킬 것인가!"
"글노리","4.5","0","0","당신이 보여주기 싫은 것만 자꾸 봐서 미안해. 나는 이제 내가 무서워. 나는 내가 아니라고 생각하는 것만 하게 돼. 나는 이제 내 삶에 평안이 오길 바라지 않아. 그건 정말 끝일 테니까. 나는 오늘의 나도, 내일의 나도 견딜 수 없어. 오직 과거의 나와 당신만 견딜 수 있어. 이 빌어먹을 기분도 사랑이라 해줄래?"
"너와나의거리","5.0","0","0","나중에 다시 보면 나는 어떤 생각을 할까..?"
"유소라","3.0","0","0","#아무르, 2012
1. “조르주, 왜 물을 틀어놨어요?”
 평소처럼 아침을 먹으며 대화를 나누던 조르주는 안느 눈에 초점이 없어지고 아무 것도 대답하지 않는 모습에 놀라게 된다. 수건에 물을 적셔 안느의 정신을 돌아오게 하려고 하고 (이때 계속 떨어지는 수도의 물은 영화를 보는 사람의 정신도 멍하게 만든다), 소용이 없음을 깨달은 조르주는 병원에 가려 채비를 하게 된다. 그 순간 아무 일도 없었다는 듯이 부엌에서 안느의 목소리가 들린다.
“조르주, 왜 물을 틀어놨어요?”
3. 음악이 없다. 조르주가 안느의 피아노 치는 모습을 회상하는 장면과 제자가 피아노를 치는 장면 외에는 주인공들의 감정을 끌어올리거나 더 과장되어 보이도록 사용하는 배경음악이 없었다. 영화를 보는 사람의 감정을 억지로 끌어내려고 하지 않고 주인공의 현실과 적나라한 모습을 정면으로 사용했다.
5. 식탁에서 아침식사하는 모습, 침대에서 책을 읽다 잠드는 모습, 거실에서 함께 책이나 신문을 보고 음악을 듣는 모습, 부부는 계속 함께였다. 이 부부의 하루의 시작과 끝을 보여주고, 안느가 일상생활이 불가능해 졌을 때 하루의 경계가 잘 보이지 않고 그날이 그날 같다."
"그녀","4.0","0","0","사랑하는 노부부의 삶에 젖어들게 만드는 연출. 자유를 잃은 비둘기는 곧 그들의 모습이다."
"김유진","5.0","0","0","아름답고 고결하게 인생을 마무리하기 위해 나는 오늘도 천천히 살아간다"
"12345","4.5","0","0","슬픔과 고통조차, 나로서는 삼가고 또 삼갈 뿐이었다."
"mj","3.5","0","0","매우 졸리고 지루했으나 참고 볼만했음."
"JUNNEE","4.5","0","0","죽음의 과정을 끝까지 지켜보는 아픔이란..."
"문씨","4.0","0","0","노년은 전투가 아니다. 노년은 대학살이다. (소설 에브리맨 中)"
"권준형","4.5","0","0","인생의 끝에서 둘만 남게 될  때"
"김형석","4.0","0","0","사랑의 결말"
"예진","4.0","0","0","영화를 볼 때 보다 다 본 후에 더 먹먹해 지는 영화 
건강한 몸으로 생활하고 잠자리에 누울 때 문득문득"
"소영","5.0","0","0","사랑없이는 힘든 것. 영화지만 나도 그분께 감동했다."
"박상은","5.0","0","0","이 영화는 잔잔하고 조심스럽게 우리에게 스며들어 마지막에는 ‘쾅’ 하고 치명적인 상처를 남기고 떠난다. 감독은 분명 담담하게 삶과 죽음을 논하는데 왜 나는 이렇게나 아프고 외로워지기까지 하는 걸까..."
"Byeongsu Kim","5.0","0","0","영화가 대단하다보니 다리우스 콩쥐의 촬영도 사소해 보인다."
"한정화","3.5","0","0","""여보 같이가 신발 신어""
다음 생이 있다면 그때도 당신과 함께 할게. 
당신 없이 어린시절 그때처럼 혼자 남겨지기 싫어. 이제는 날 찾아왔던 비둘기처럼 당신을 품고 놓아줄래. 
잔잔하게 아주 잔잔하고도 조용히 음악도 없이 흘러가는 long take, long shot...
엄마아빠가 나가시고 딸이 혼자 집안에 들어와서는 의자에 앉아 집안을 둘러본다
당신이 그의 딸이었다면
이 사랑을 어떻게 이해했을까?"
"TK","4.5","0","0","삶과 사랑에 대한 잔혹하지만 너무나 사실적으로 표현한다. 영화 제목의 의미를 천천히 곱씹어 보게하는 씬들의 나열은 뇌리에 깊이 박히고 가슴에는 돌덩이를 올려 놓는다."
"황종문","4.5","0","0","시간의 흐름은 행복도 불행도 모두 숙성시킨다"
"불가촉 백수","4.0","0","0","세월따라 마음따라."
"Kenny","5.0","0","0","영화를  보고, 그날 자면서 영화 장면 장면을 생각하면 가슴이 저려온다.
아! 미카엘 하네케..."
"MC Sin","4.0","0","0","영화를 보고 나면 결코 이해할 수 없을 것 같은 일들을 이해할 수 있는 시간이 언젠가는 온다는 것을 간접체험한 기분이 든다."
"민트킹","4.0","0","0","어떨 때 고통의 답은 '찾는' 것이 아니라 그저 '주어지는' 것일 따름이다."
"장수돌침대","5.0","0","0","별이 다섯개!"
"개인의취향","4.5","0","0","영화 장르가 공포였네..."
"강금구","4.0","0","0","내가 사랑하는 사람은 그 사람인가 아니면 지금 그 사람의 모습인가
어쩌면 내가 사랑할만한 모습만을 사랑하는게 아닌가
사랑과 이기심에 대한 성찰"
"Youngrog Kim","4.5","0","0","큰 재미는 없으나 잔잔한 페이소스가 진하게 우러나는 영화. 난이도 있는 상징들을 두어 이에 대해 생각해볼 수 있는 계기를 만들어줌. 맨 마지막 엔딩이 놀라운 연출로 마무리 됨."
"고수연","5.0","0","0","그 직전 안느를 바라보던 조르주의 눈빛, 끊임없이 안느의 물기없는 손등을 쓰다듬던 굽은 손, 흐드러진 꽃송이를 하나하나 자르는 느릿한 동작.
단연 사랑, 오직 사랑이다."
"무한반복","4.0","0","0","뭐라고 코멘트를 써야할지 손이 움직이질 않는다. 그의 선택역시 사랑이었음을. 꽃으로 가득찬."
"David Lee","4.5","0","0","인간은 반드시 죽는다는 것을 나는 안다"
"Sooyoung  Park","3.5","0","0","영화속 적막함이 마치 우리 삶 같았다"
"Son Keunyoung","4.5","0","0","탄생과 죽음 사이에서 인간으로서 존재하기 위한 두 노부부의 처절하고 빛나는 저항."
"유루하","4.0","0","0","사랑을 찌르는 비수같은 현실. 그럼에도 이들의 사랑은 쌓아온 세월만큼 견고했다."
"다은","2.0","0","0","영원할 것만 같은 젊음은 영원하지않다하고
언젠가 마치 아기처럼 도움과 보살핌이 필요할 노년이 온다는데
그것마저 인생이라지만
그때 나에게 어떤 결정이든 담담히 선택할 용기가 있었으면 좋겠다
여러 생각을 하게 하는 좋은 영화지만
영화 속 정적과 고요는 아직 나에겐 그저 정적과 고요일뿐
나중에 보면 또 다르게 다가올거라 믿음"
"슬기","2.5","0","0","(｡-_-｡)"
"채현기","4.0","0","0","흐르는 시간이 앗아가 흔적도 남지않아도 가족과 많은 추억을 쌓고싶다."
"예룸","4.5","0","0","내게는 사랑해서 죽일 용기는 없었네 죽이지않아 죽은 그대여 한번만 더 먼곳의 내게 옛적이야기를 들려준다면 다시 들을수만 있다면"
"허웅","4.5","0","0","인간답게 죽는다는 것이 얼마나 큰 축복인가"
"Uncle Roh","4.0","0","0","""당신 오늘 유난히 예쁘다고 내가 말했던가?"""
"Jeong  Yehee","5.0","0","0","장님처럼 나 이제 더듬거리며 문을 잠그네
가엾은 내 사랑 빈집에 갇혔네
- 기형도, 빈 집"
"한나","5.0","0","0","죽음은 삶 옆에 누워있는 또 하나의 삶, 격정적인 폭발이 걷히고 나면 피어나는 사랑의 화석 같은 것."
"유철균","3.5","0","0","낭만적인 사랑은 아닌, 죽음에 다가서는 생의 마지막에 대하여."
"유사인간","4.5","0","0","그 때는 왜 영원할 거라고 생각했을까.
그걸 아는 지금도 유한한 것을 사랑할 수 밖에 없다."
"야생너구리","5.0","0","0","죽을때까지 널 사랑해"
"ChangHyeonOH","5.0","0","0","조르주 안느 부부가 처한 암울한 현실과 그와는 극명하게 대조되는 부부의 이상적인 사랑이, 생각을 무겁게 한다."
"핵재명","5.0","0","0","예술가는 예술만 사랑한다고 생각했었는데 그건 헤세생각이였다."
"jude","4.5","0","0","이다지도 느리고 우아한 차가움."
"알레프","5.0","0","0","좀처럼 하지 않았던, 하지 못했던 이야기를 풀어낸 하네케의 걸작."
"Bagun","3.5","0","0","슬프고 처연한데 지루했다"
"현서원","4.5","0","0","집"
"Gil Sun Gyun","5.0","0","0","가늠하기 어려운, 사랑이 짊어진 무게"
"GREGORY","4.0","0","0","기력이 쇠하고 무릎이 좋지않아 다리를 절뚝거려도 매일 아침 양치하고 면도하고 식사를 한다. 그리고 아내와 살아간다. 사랑한다. 사라진다. 복잡한 심경을 담아낸 남자의 표정이 뇌리에서 떠나지 않는다."
"망고","4.5","0","0","좋은 영화. 하지만 나의 어머니에게 권할 수는 없는."
"고유진","5.0","0","0","시간이 지남에 따라 안느 침대 옆 탁자에 물건들이 널부러지는 게 인상적이었다"
"Tiffany Young Mee","5.0","0","0","문의 닫힘과 열림, 물의 고임과 흐름"
"_P","3.5","0","0","노화와 죽음이 영화에 완벽히 녹아들었을 때."
"이소희","5.0","0","0","아름답지만 뒷부분을 다시보기는 힘들 영화,  그럼에도 불구하고 이걸 다시 재생하게 할 amour한 사람을 만나고 싶은 모순"
"아구버그","3.5","0","0","지독한 사랑도 사랑이였음을"
"김진수","4.5","0","0","잊혀지지 않는 첫장면의 시선"
"이지은","5.0","0","0","결국은 다가 올 현실."
"GeeHeon Kim","4.0","0","0","당신이라면 어떤 선택을."
"손상진","4.5","0","0","본영화중 가장 강렬한 잔상"
"유진무","5.0","0","0","이다지 적나라한 리얼리즘 고통스럽지만 계속 볼수밖에없었다"
"륨파","4.5","0","0","사랑하는 사람의 장례식장을 소란하게 만들기 싫다는 것. 죽음을 향기로 맞이해주는 그의 사랑의 끝."
"Myung Sin Hwang","4.5","0","0","감당하기 힘든, 말로 표현하기 힘들다.."
